,Timestamp,MotorData.ActCurrent,MotorData.ActSpeed,MotorData.IsAcceleration,MotorData.IsForce,MotorData.Motor_Pos1reached,MotorData.Motor_Pos2reached,MotorData.Motor_Pos3reached,MotorData.Motor_Pos4reached,MotorData.SetAcceleration,MotorData.SetCurrent,MotorData.SetForce,MotorData.SetSpeed,NVL_Recv_Ind.GL_Metall,NVL_Recv_Ind.GL_NonMetall,NVL_Recv_Storage.GL_I_ProcessStarted,NVL_Recv_Storage.GL_I_Slider_IN,NVL_Recv_Storage.GL_I_Slider_OUT,NVL_Recv_Storage.GL_LightBarrier,NVL_Send_Storage.ActivateStorage,PLC_PRG.Gripper,PLC_PRG.MaterialIsMetal,NVL_Recv_Storage.GL_X_TimeSlideIn,NVL_Recv_Storage.GL_X_TimeSlideOut
22,2017-07-24 22:17:45.087,344,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
23,2017-07-24 22:17:45.135,348,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
24,2017-07-24 22:17:45.181,350,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
25,2017-07-24 22:17:45.229,345,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
26,2017-07-24 22:17:45.274,345,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
27,2017-07-24 22:17:45.321,345,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
28,2017-07-24 22:17:45.369,360,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
29,2017-07-24 22:17:45.417,356,0,0,74,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
30,2017-07-24 22:17:45.464,355,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
31,2017-07-24 22:17:45.508,351,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
32,2017-07-24 22:17:45.557,351,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
33,2017-07-24 22:17:45.603,360,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
34,2017-07-24 22:17:45.650,354,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
35,2017-07-24 22:17:45.696,347,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
36,2017-07-24 22:17:45.745,347,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
37,2017-07-24 22:17:45.791,352,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
38,2017-07-24 22:17:45.838,352,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
39,2017-07-24 22:17:45.884,352,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
40,2017-07-24 22:17:45.932,352,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
41,2017-07-24 22:17:45.977,355,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
42,2017-07-24 22:17:46.026,354,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
43,2017-07-24 22:17:46.072,354,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
44,2017-07-24 22:17:46.118,344,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
45,2017-07-24 22:17:46.167,348,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
46,2017-07-24 22:17:46.213,348,0,0,74,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
47,2017-07-24 22:17:46.261,347,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
48,2017-07-24 22:17:46.306,347,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
49,2017-07-24 22:17:46.355,346,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
50,2017-07-24 22:17:46.399,356,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
51,2017-07-24 22:17:46.447,356,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
52,2017-07-24 22:17:46.495,354,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
53,2017-07-24 22:17:46.541,347,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
54,2017-07-24 22:17:46.587,347,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
55,2017-07-24 22:17:46.635,358,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
56,2017-07-24 22:17:46.682,333,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
57,2017-07-24 22:17:46.728,360,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
58,2017-07-24 22:17:46.775,360,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
59,2017-07-24 22:17:46.823,343,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
60,2017-07-24 22:17:46.871,370,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
61,2017-07-24 22:17:46.915,335,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
62,2017-07-24 22:17:46.964,360,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
63,2017-07-24 22:17:47.010,360,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
64,2017-07-24 22:17:47.057,346,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
65,2017-07-24 22:17:47.103,346,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
66,2017-07-24 22:17:47.151,368,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
67,2017-07-24 22:17:47.197,354,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
68,2017-07-24 22:17:47.242,352,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
69,2017-07-24 22:17:47.291,352,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
70,2017-07-24 22:17:47.338,352,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
71,2017-07-24 22:17:47.386,350,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
72,2017-07-24 22:17:47.432,348,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
73,2017-07-24 22:17:47.478,351,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
74,2017-07-24 22:17:47.524,351,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
75,2017-07-24 22:17:47.572,364,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
76,2017-07-24 22:17:47.617,364,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
77,2017-07-24 22:17:47.667,350,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
78,2017-07-24 22:17:47.711,354,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
79,2017-07-24 22:17:47.761,354,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
80,2017-07-24 22:17:47.806,364,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
81,2017-07-24 22:17:47.854,348,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
82,2017-07-24 22:17:47.901,350,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
83,2017-07-24 22:17:47.947,351,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
84,2017-07-24 22:17:47.994,351,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
85,2017-07-24 22:17:48.043,364,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
86,2017-07-24 22:17:48.088,347,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
87,2017-07-24 22:17:48.133,358,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
88,2017-07-24 22:17:48.181,347,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
89,2017-07-24 22:17:48.227,347,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
90,2017-07-24 22:17:48.276,347,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
91,2017-07-24 22:17:48.321,348,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
92,2017-07-24 22:17:48.369,350,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
93,2017-07-24 22:17:48.416,347,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
94,2017-07-24 22:17:48.463,363,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
95,2017-07-24 22:17:48.509,363,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
96,2017-07-24 22:17:48.557,356,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
97,2017-07-24 22:17:48.605,356,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
98,2017-07-24 22:17:48.650,355,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
99,2017-07-24 22:17:48.697,348,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
100,2017-07-24 22:17:48.745,348,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
101,2017-07-24 22:17:48.791,366,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
102,2017-07-24 22:17:48.838,358,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
103,2017-07-24 22:17:48.883,358,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
104,2017-07-24 22:17:48.931,355,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
105,2017-07-24 22:17:48.978,370,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
106,2017-07-24 22:17:49.026,370,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
107,2017-07-24 22:17:49.071,343,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
108,2017-07-24 22:17:49.121,348,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
109,2017-07-24 22:17:49.166,347,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
110,2017-07-24 22:17:49.214,352,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
111,2017-07-24 22:17:49.259,352,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
112,2017-07-24 22:17:49.308,342,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
113,2017-07-24 22:17:49.353,348,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
114,2017-07-24 22:17:49.400,337,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
115,2017-07-24 22:17:49.447,337,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
116,2017-07-24 22:17:49.492,337,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
117,2017-07-24 22:17:49.540,349,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
118,2017-07-24 22:17:49.588,356,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
119,2017-07-24 22:17:49.635,350,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
120,2017-07-24 22:17:49.681,358,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
121,2017-07-24 22:17:49.728,344,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
122,2017-07-24 22:17:49.776,344,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
123,2017-07-24 22:17:49.822,348,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
124,2017-07-24 22:17:49.868,350,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
125,2017-07-24 22:17:49.917,360,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
126,2017-07-24 22:17:49.964,360,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
127,2017-07-24 22:17:50.010,360,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
128,2017-07-24 22:17:50.057,348,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
129,2017-07-24 22:17:50.103,366,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
130,2017-07-24 22:17:50.149,352,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
131,2017-07-24 22:17:50.197,354,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
132,2017-07-24 22:17:50.244,354,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
133,2017-07-24 22:17:50.292,360,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
134,2017-07-24 22:17:50.338,348,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
135,2017-07-24 22:17:50.386,352,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
136,2017-07-24 22:17:50.433,352,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
137,2017-07-24 22:17:50.478,364,0,0,80,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
138,2017-07-24 22:17:50.525,333,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
139,2017-07-24 22:17:50.572,364,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
140,2017-07-24 22:17:50.619,347,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
141,2017-07-24 22:17:50.667,347,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
142,2017-07-24 22:17:50.713,347,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
143,2017-07-24 22:17:50.762,370,0,0,73,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
144,2017-07-24 22:17:50.806,358,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
145,2017-07-24 22:17:50.853,355,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
146,2017-07-24 22:17:50.900,374,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
147,2017-07-24 22:17:50.947,374,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
148,2017-07-24 22:17:50.995,350,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
149,2017-07-24 22:17:51.039,352,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
150,2017-07-24 22:17:51.088,333,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
151,2017-07-24 22:17:51.135,333,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
152,2017-07-24 22:17:51.182,350,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
153,2017-07-24 22:17:51.227,352,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
154,2017-07-24 22:17:51.275,355,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
155,2017-07-24 22:17:51.323,355,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
156,2017-07-24 22:17:51.370,355,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
157,2017-07-24 22:17:51.415,366,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
158,2017-07-24 22:17:51.463,356,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
159,2017-07-24 22:17:51.510,347,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
160,2017-07-24 22:17:51.557,348,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
161,2017-07-24 22:17:51.604,348,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
162,2017-07-24 22:17:51.650,364,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
163,2017-07-24 22:17:51.697,347,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
164,2017-07-24 22:17:51.745,352,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
165,2017-07-24 22:17:51.791,360,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
166,2017-07-24 22:17:51.838,360,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
167,2017-07-24 22:17:51.886,360,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
168,2017-07-24 22:17:51.931,364,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
169,2017-07-24 22:17:51.978,364,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
170,2017-07-24 22:17:52.026,352,0,0,75,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
171,2017-07-24 22:17:52.071,352,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
172,2017-07-24 22:17:52.119,352,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
173,2017-07-24 22:17:52.165,343,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
174,2017-07-24 22:17:52.213,354,0,0,81,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
175,2017-07-24 22:17:52.259,350,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
176,2017-07-24 22:17:52.305,350,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
177,2017-07-24 22:17:52.353,347,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
178,2017-07-24 22:17:52.400,338,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
179,2017-07-24 22:17:52.447,352,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
180,2017-07-24 22:17:52.494,363,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
181,2017-07-24 22:17:52.542,363,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
182,2017-07-24 22:17:52.589,352,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
183,2017-07-24 22:17:52.634,352,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
184,2017-07-24 22:17:52.681,346,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
185,2017-07-24 22:17:52.728,352,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
186,2017-07-24 22:17:52.775,352,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
187,2017-07-24 22:17:52.821,350,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
188,2017-07-24 22:17:52.869,364,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
189,2017-07-24 22:17:52.916,344,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
190,2017-07-24 22:17:52.964,342,0,0,77,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
191,2017-07-24 22:17:53.010,355,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
192,2017-07-24 22:17:53.057,355,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
193,2017-07-24 22:17:53.102,358,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
194,2017-07-24 22:17:53.150,341,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
195,2017-07-24 22:17:53.197,341,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
196,2017-07-24 22:17:53.244,360,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
197,2017-07-24 22:17:53.291,360,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
198,2017-07-24 22:17:53.339,348,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
199,2017-07-24 22:17:53.385,344,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
200,2017-07-24 22:17:53.431,352,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
201,2017-07-24 22:17:53.479,342,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
202,2017-07-24 22:17:53.525,342,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
203,2017-07-24 22:17:53.571,350,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
204,2017-07-24 22:17:53.618,366,0,0,76,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
205,2017-07-24 22:17:53.666,354,0,0,79,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
206,2017-07-24 22:17:53.713,346,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
207,2017-07-24 22:17:53.760,346,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
208,2017-07-24 22:17:53.808,346,0,0,78,0,0,0,1,77,352,77,0,0,1,0,1,0,1,0,0,0,240,200
