,a1,a2,a3,a4
177,1.00613,-2.2874,-0.0374958,0.135621
178,-2.72561,-2.6555,0.490056,0.276002
179,-5.77619,2.48051,3.28164,-0.324004
180,-0.347107,-2.30842,2.49528,-0.588479
181,4.51615,-1.75525,0.320367,2.92969
182,-1.57659,0.31653,1.82783,1.9231
183,-1.60292,-2.38556,2.28406,2.3317
184,4.20691,1.3956,0.179925,1.92786
185,-0.410068,1.30788,-0.617058,1.29629
186,-6.14635,0.528711,1.6398,-1.07232
187,-1.18757,1.45553,1.70243,-3.49166
188,4.335,1.51288,-0.971472,-2.56462
189,-0.851196,0.251858,-0.634579,0.00114961
190,-1.98733,0.191797,0.681264,-0.828597
191,3.35546,1.80925,-2.94772,-0.410625
192,2.61391,0.596771,-1.02072,1.27885
193,-5.37821,2.10848,3.44732,0.98569
194,-0.199478,1.38001,4.06165,-1.14597
195,5.45729,-2.02655,0.264217,-1.88434
196,-1.52232,-0.342656,1.15874,-2.65816
197,-3.34232,-1.94873,1.51826,-2.63352
198,7.70757,0.268399,-3.0265,4.75868
199,2.36574,1.73387,-0.243745,7.52465
200,-4.96734,-1.68896,4.14856,-0.261884
201,2.97485,-1.24087,-2.50432,-6.04993
202,0.117085,-4.35349,-5.35164,-6.18599
203,-9.02827,-2.31411,-0.256023,-1.70115
204,-0.378318,0.912806,1.08465,1.84369
205,15.8127,-2.64343,1.41534,1.9035
206,2.87403,0.21132,3.76738,1.23042
207,-5.95259,2.44404,2.80044,-3.8034
208,3.63457,-1.90263,-4.93501,-7.06806
209,-2.81911,-1.81518,-1.54634,-5.79353
210,-1.8397,-2.90727,1.36374,-7.81233
211,13.9192,0.398419,-7.09033,4.22224
212,-2.0606,7.75806,-0.83531,12.9159
213,-7.14028,1.43628,8.62268,3.40633
214,12.8088,-1.51908,-1.41073,-3.43386
215,-1.04103,-1.6068,1.83611,-14.6009
216,-13.7894,-12.2583,1.87874,-10.0234
217,8.31207,4.73044,-7.44267,3.3579
218,8.06185,-10.7925,3.40345,3.27488
219,6.80157,-2.36794,3.86892,2.22174
220,13.4107,6.81429,-6.102,1.69855
221,-8.19798,-10.0676,-8.3096,-5.37772
222,-16.16,9.45171,-2.21544,-6.53665
223,5.92433,-4.33573,-0.0604003,-9.91502
224,9.20612,-0.408683,-1.13882,1.13587
225,-2.5214,1.54393,0.294841,13.1618
226,0.472454,6.70556,4.66301,2.66824
227,13.2539,-11.928,-5.20996,-0.876591
228,-6.30376,-7.26587,5.63271,-9.62258
229,-7.40868,-2.59123,9.0807,-11.909
230,18.3769,-4.70627,-2.69154,-5.00385
231,6.3105,5.54541,0.187234,-0.752785
232,-3.44735,3.4724,1.03761,0.906709
233,10.9435,2.50694,-7.6801,-0.683459
234,2.74064,1.13787,-13.3742,-0.17411
235,-23.2937,1.59179,-6.4055,4.56065
236,-3.29647,-1.83037,0.758656,-2.74377
237,12.0561,-3.83016,1.02257,-7.52725
238,4.6578,-6.68518,0.686089,1.09062
239,-5.34565,-1.89585,8.47272,6.66161
240,4.77897,-6.54594,7.60979,0.724675
241,17.9512,-6.53889,3.06269,-4.43771
242,-2.77637,0.641783,4.98445,-8.96089
243,-11.8912,2.61419,-1.44495,-8.52044
244,6.07386,7.6904,-12.1506,2.58652
245,-0.710356,1.92368,-2.69816,4.13461
246,-2.97068,2.82,4.34694,1.82336
247,9.925,2.37082,-2.46736,1.23417
248,-3.254,-5.21469,-2.65263,-0.0825879
249,-7.15426,-1.50999,1.19005,-2.10658
250,5.34032,-3.95435,5.65851,-7.81666
251,12.565,-6.71324,1.82245,-3.95459
252,-2.50268,1.93358,-3.12279,12.425
253,-10.6023,8.43446,0.458872,9.46966
254,1.433,0.507966,-0.388191,-0.281773
255,1.16393,1.00907,4.33935,-10.1187
256,-5.22462,-4.07501,4.04288,-11.1573
257,1.12878,4.56937,-5.4638,0.801351
258,5.20287,0.278702,-1.89952,2.2693
259,2.83006,-2.41336,3.68626,2.10124
260,14.5796,-0.656793,-5.71558,4.9681
261,-1.70144,-2.61808,-9.72367,5.14163
262,-17.8151,5.48033,-5.20072,0.872262
263,-8.14019,0.9326,0.385615,-2.20646
264,5.33706,1.65795,2.7745,-7.99638
265,9.21969,-4.59157,-2.01458,2.72618
266,-9.58772,8.53303,5.27926,12.9205
267,-2.86837,-3.82839,5.11495,9.77305
268,12.8924,-4.24869,2.5648,-3.40244
269,-5.40862,0.599482,11.5642,-12.3129
270,-6.98927,-5.81205,9.567,-6.96053
271,12.0468,3.99872,-3.79893,2.27117
272,3.02871,-1.77776,-4.35876,1.81241
273,-7.67572,-1.59975,-4.1212,2.98835
274,0.900549,7.13195,-11.3644,8.69209
275,-5.18866,4.58239,-9.85832,6.70427
276,-9.76412,3.43566,-1.75025,-0.634455
277,-5.11064,6.7625,3.27473,-1.73617
278,5.46461,2.53338,4.11917,-4.99448
279,4.20188,-5.15815,1.72077,3.1786
280,-4.07506,4.9273,0.432381,10.9115
281,-5.81514,-2.87365,4.53511,4.4096
282,7.72113,-7.30776,2.12664,-2.24639
283,0.592804,3.90585,4.86552,-5.02374
284,-10.4369,-1.93761,6.01871,-1.96144
285,-1.08269,4.70807,3.45518,-0.29042
286,7.7043,1.32036,3.06434,0.385686
287,4.95591,-0.764579,-0.0307441,3.22199
288,-3.81169,2.50776,-3.59917,6.46041
289,-4.07791,-0.00276028,-6.11497,4.49493
290,-6.67257,1.42407,-5.35247,2.11407
291,-0.44563,-2.28659,-4.53742,-4.73663
292,-4.69611,5.45118,-6.94589,5.82134
293,-13.547,5.60289,1.5079,14.7864
294,-4.99951,-0.477558,6.90841,7.57293
295,13.9304,3.99397,1.67718,-0.0559234
296,-4.97156,-4.90326,7.55143,-8.01627
297,-12.0201,-1.48179,6.59483,-1.04796
298,7.33848,7.11785,1.91322,1.98609
299,8.36294,-9.01348,6.81446,-3.8612
300,4.43459,2.31659,-1.36025,2.35073
301,-8.34047,7.21221,-3.50067,4.04827
302,-7.11519,-2.18409,-4.41822,-2.98937
303,2.44117,6.01166,-5.87327,1.01726
304,-10.5245,2.78352,3.70019,-0.175117
305,0.401208,-2.68384,-0.694737,1.84167
306,7.15191,1.01571,-6.53353,9.56003
307,-8.69584,7.5494,2.26819,7.24836
308,-7.07448,-7.18411,5.48785,3.21723
309,10.8618,1.97222,3.07317,-0.468274
310,0.507588,5.34583,5.21,0.368391
311,-9.56371,-0.0754309,6.21917,-0.7757
312,0.648162,2.91192,2.64509,-1.90062
313,4.44259,0.587822,-2.92083,0.517852
314,-3.37477,-2.36238,-5.43705,2.59388
315,-7.45496,4.45996,-5.02427,2.77721
316,-1.74771,-0.157863,-0.725503,1.86588
317,5.44914,-1.56124,-2.06466,3.18956
318,-0.00124972,2.1947,0.107763,2.56822
319,-5.66562,-3.09206,5.11454,-1.61554
320,5.89108,-2.47911,-0.51429,0.0174383
321,-1.45815,-1.0337,-5.6673,1.54419
322,-10.3238,-4.84239,-3.04789,-0.781753
323,-4.70399,0.955919,-3.09949,2.05181
324,1.53272,3.63374,2.7898,2.98778
325,2.86045,1.92395,8.08036,1.64032
326,2.69884,4.01282,7.25951,1.18992
327,4.11571,4.15653,3.7493,-0.693258
328,-2.73119,0.989678,-0.25286,-1.82942
329,-3.66704,0.490611,-1.95554,-0.86405
330,-1.74283,0.597719,-3.2191,1.55053
331,1.48632,1.59436,-3.65615,-0.161136
332,-0.94633,2.16922,-4.25944,-1.77033
333,-4.15186,5.12579,0.00112057,5.83647
334,-3.46025,2.77647,9.86443,1.77278
335,12.9852,-8.25288,7.98682,-4.58559
336,8.85915,-2.10966,-2.35907,-4.94692
337,-16.7895,-8.0327,-1.74391,-5.9107
338,-4.79259,-7.37745,-6.78145,2.56923
339,8.80705,-0.74831,0.083757,11.2419
340,3.80457,-7.87001,9.80042,5.94558
341,3.18271,0.670796,4.61913,-2.12964
342,1.56705,-3.80087,-0.553333,-8.35843
343,-7.84968,-3.41501,-3.27387,-6.35534
344,-3.51562,2.29083,-4.12672,-2.21583
345,9.39051,-0.0926499,-7.84552,3.58418
346,-2.82821,9.47083,-4.27489,12.7118
347,-9.0907,4.53981,1.11223,7.64788
348,6.78188,0.0510639,4.44213,-8.55445
349,6.69273,-8.17818,3.15291,-18.4171
350,-5.47064,-4.09833,6.23103,-16.8361
351,3.36127,-3.12935,-0.914646,-4.18232
352,20.486,1.03686,-2.14565,12.4178
353,3.42518,5.82782,7.95454,9.4283
354,1.55796,0.717028,3.04309,-2.79926
355,6.6755,-0.305645,-12.0263,-10.9535
356,-17.169,4.76474,-8.02776,-12.3246
357,-22.4688,-1.37469,3.99873,-3.35805
358,21.6944,-3.94608,0.820865,9.43262
359,25.8901,5.12687,0.729123,12.8193
360,-10.8281,-2.33309,6.9949,5.61754
361,-5.83822,-4.80999,3.00129,-1.43566
362,8.2404,-16.8082,-1.35984,-10.1917
363,-2.12765,-11.5355,3.23072,-13.3966
364,-3.42918,-3.87124,-1.71825,-9.03425
365,7.2154,-0.130206,-7.85049,0.850212
366,0.169442,3.63889,-3.11108,5.10301
367,5.37559,4.74969,1.23253,1.03052
368,10.6427,-1.75458,-4.05664,-4.97315
369,-4.6375,1.3693,-4.1052,-8.42329
370,-9.80891,1.14953,-1.08254,-10.3099
371,6.20479,-0.988285,0.600131,-1.73213
372,18.9414,0.796342,0.155079,7.85269
373,5.47627,0.596498,4.25671,4.59337
374,-3.59975,0.698047,2.00799,-1.1317
375,2.16205,0.486679,-1.56333,-5.7634
376,-1.83415,2.5826,2.27646,-7.02611
377,-1.55572,0.502135,0.186257,-7.70726
378,0.15845,0.336593,-5.09712,-2.7847
379,0.580716,-1.69004,-5.531,2.96602
380,1.75253,1.71299,-2.1582,4.86491
381,4.78248,-3.65187,0.556674,2.28789
382,4.21313,-3.21056,6.35698,-3.21723
383,5.43868,-5.90167,7.77933,-5.30983
384,5.87954,-2.59449,2.59321,-3.70338
385,1.06269,-3.55114,-2.34155,-1.87929
386,-4.97306,-0.945985,-7.62148,0.809569
387,-8.13287,2.23104,-7.18967,5.56033
388,-3.95214,1.31805,-1.3855,3.41008
389,3.36534,2.96547,1.41022,-3.42463
390,3.23399,-1.26907,2.64591,-6.20011
391,-1.47634,-4.50155,6.59648,-4.17309
392,6.95026,-6.01135,5.91262,-0.551291
393,16.4901,-2.6616,-0.232309,0.291571
394,1.76067,-2.24931,-4.07403,0.713147
395,-11.3176,0.977339,-4.76837,0.464093
396,-0.179555,1.51776,-4.5377,-3.61387
397,0.830384,4.60096,-4.46831,-5.46203
398,-3.93762,5.25567,-3.75189,-1.57013
399,-2.10024,6.10657,-0.241553,0.452563
400,4.13809,4.02651,3.40551,1.62101
401,9.05454,1.06899,0.866388,5.88562
402,2.32636,-0.613274,0.765403,5.08802
403,-5.4739,-2.72899,1.06312,-0.268223
404,-0.38784,-3.7282,1.2626,-1.33564
405,-2.21639,-1.22623,3.81221,0.731884
406,0.929979,-1.46878,2.19078,0.437285
407,1.52484,0.631477,-0.166228,-0.370121
408,-3.42417,1.649,-0.48367,1.60963
409,-3.31263,3.27364,-1.54705,1.40395
410,1.21533,2.63005,-3.06969,0.330775
411,-1.83456,0.156408,0.0350521,-0.513673
412,-1.68273,-1.0775,0.721393,0.053616
413,1.28196,-2.32781,0.285446,2.15284
414,0.652357,-2.74051,-0.0230284,2.38431
415,-1.27389,-1.5626,0.481346,2.62977
416,-2.75522,0.546876,-1.01688,2.41847
417,-3.85363,1.60087,0.416644,0.919395
418,-3.65335,2.97916,1.21818,-0.724965
419,-0.370202,4.97163,2.5096,-1.13054
420,0.37677,3.1325,1.23556,0.645551
421,-0.12189,4.10976,1.21018,2.60108
422,0.372021,2.05384,1.24453,2.55525
423,1.74086,-0.276632,0.593781,3.23251
424,-0.47197,-0.246669,-1.01384,4.99909
425,-4.45284,0.479628,0.955369,0.540193
426,-0.613901,-0.54562,0.533907,-2.28097
427,0.787366,3.04844,-4.95917,7.59859
428,-12.1326,9.00037,-0.357164,13.4577
429,-11.9531,0.741431,6.44582,1.75447
430,9.98496,0.65805,2.43359,-4.77584
431,1.35713,-2.26042,0.720288,-3.75238
432,-14.1408,-3.83273,2.96211,-1.29168
433,2.89286,-5.53683,-4.0492,7.5885
434,9.78943,-2.68953,0.14045,6.22
435,-1.95886,-8.12856,2.00399,0.560371
436,-3.86516,3.14837,-2.42171,1.71715
437,-4.63765,4.58849,-0.445458,-0.63229
438,-6.68765,4.05986,5.03189,-3.85428
439,3.39695,6.61282,1.13237,-1.65618
440,4.66646,0.753227,-0.0110281,-1.36994
441,-3.2954,0.226773,-3.9907,5.19684
442,-4.03369,1.28809,-4.74271,9.93448
443,-2.3126,-1.51054,0.864591,1.85162
444,5.5802,-2.52182,0.635581,1.69264
445,-1.94027,5.84815,3.99458,4.00893
446,-6.38438,1.55979,5.92834,1.82236
447,1.48074,4.68787,-0.493468,-2.91355
448,1.60205,1.40048,-5.22488,-1.19035
449,-8.03369,6.63546,-1.69867,4.12423
450,-3.70424,-1.02069,-3.6367,9.42974
451,4.64489,6.5194,-5.23177,9.64651
452,-3.71659,-2.29893,-1.00198,1.21169
453,-8.62231,-3.11769,0.663448,-0.152199
454,-2.37461,2.77512,1.07332,0.701329
455,0.811245,-2.63625,5.0999,-0.0387696
456,1.20203,-2.33513,1.07925,1.71484
457,-2.18126,-1.53521,0.218947,2.80258
458,-4.56913,-3.09532,0.981027,-1.34097
459,-0.450942,0.218774,-3.61518,3.89492
460,-4.47509,-0.762141,0.390014,-0.303389
461,-2.84872,-5.77992,3.59271,-3.90818
462,6.03448,2.22575,-1.90657,1.37253
463,2.00762,0.786986,1.75194,5.0344
464,-2.07705,0.584973,4.20552,4.49291
465,3.97227,0.947104,0.808441,1.47011
466,-0.216606,3.9834,-0.613217,-2.37754
467,-9.92181,4.29523,-0.449047,-3.53561
468,-7.01548,4.70264,-0.49209,-1.77465
469,4.07295,5.00241,1.7936,0.0533286
470,8.05653,1.71543,4.06149,2.36515
471,5.30149,4.39881,2.59817,5.54217
472,0.77325,1.64439,3.07606,3.77559
473,-1.46835,-2.84965,2.58686,-1.82351
474,-0.650272,-0.878468,-1.85608,-2.06694
475,-6.85089,-3.905,0.479824,-4.07191
476,-4.56112,-4.73908,1.64281,-2.23154
477,6.23883,-3.08949,-1.88009,1.38176
478,4.31896,-6.60031,1.34454,-0.441464
479,0.800387,-5.24113,-0.52589,-1.06309
480,2.71809,-2.98537,-2.32266,0.0370422
481,0.181506,-3.82826,-0.808429,-1.85061
482,1.48508,-1.08821,-1.99197,-4.18635
483,-0.266814,-0.0980747,-3.03659,-4.23406
484,-2.24476,1.75163,-0.481882,1.51767
485,0.0340103,1.14329,3.60747,5.3081
486,9.10419,2.82081,3.5578,1.71671
487,4.05043,1.26246,-0.834089,-4.09007
488,-9.89264,-3.86744,-1.10794,-9.30853
489,-6.50963,-7.64983,-3.57062,0.541059
490,6.66395,-0.575313,1.05414,9.85665
491,9.29171,-3.72237,9.85435,3.48647
492,8.39073,-1.79281,4.39121,-0.809279
493,-2.37557,3.31513,0.0187667,-6.71422
494,-12.6603,-3.23741,-2.53815,-11.9755
495,-5.84271,1.03591,-4.48598,-4.23492
496,7.01063,-0.309849,-0.578592,4.51079
497,6.97766,1.35737,0.928875,5.03988
498,4.35898,-1.54213,-4.80687,5.68212
499,2.00165,-0.309171,-3.07536,-0.702912
500,-5.6309,-4.09278,1.21569,-7.00435
501,1.58833,-9.5859,2.4758,-6.34049
502,7.7591,1.26978,3.15828,-1.94587
503,1.55495,-2.00974,1.12947,1.15548
504,-2.00202,0.748074,-2.69666,3.72413
505,-3.60343,0.0490283,-1.30908,-1.95323
506,0.215696,-7.59017,-3.2358,-7.77572
507,-0.830607,0.514064,-3.49916,-3.57366
508,-1.58355,1.13475,2.39702,-4.04914
509,8.88247,-0.574635,0.927495,-0.701759
510,12.5021,4.54781,1.11153,8.60302
511,-1.27309,-1.89029,6.93874,4.00345
512,4.71503,-0.602294,-2.03046,-1.26919
513,1.21234,0.659812,-8.31555,-3.99278
514,-17.6386,-0.247076,-3.13192,-5.6886
515,-8.14293,-0.32056,-4.60338,-0.963496
516,10.6409,0.348522,-0.885826,0.744136
517,9.02576,1.07862,2.97672,2.20344
518,-0.384732,-5.11681,3.18628,3.46831
519,0.666863,-3.09207,4.06756,-1.13544
520,9.47625,-3.12894,1.75552,-6.35188
521,1.86853,-0.93514,0.370557,-8.2241
522,-6.55685,2.27713,-1.81925,1.41967
523,-5.42249,1.3674,-1.08931,8.09482
524,4.19208,-0.136986,0.602051,0.468419
525,7.07793,0.379163,-1.50498,-6.94309
526,-7.00259,-0.477425,0.975503,-7.00002
527,-7.45417,0.158711,4.78839,-9.48595
528,15.3186,1.97127,1.2241,-2.61218
529,17.2832,2.83504,3.6781,5.78329
530,-2.91887,0.541722,4.33188,1.99229
531,2.81212,-0.0209308,-7.7073,-3.40186
532,3.85204,4.33306,-10.8474,-6.53276
533,-14.9246,0.177964,-2.61844,-5.91906
534,-4.80415,2.50138,-0.170101,-2.09764
535,18.1292,0.532774,1.74089,3.90804
536,8.03699,1.06804,3.69148,7.86854
537,-4.20386,-2.42556,2.19657,3.82733
538,0.806622,-2.52928,0.592944,-6.6828
539,0.399281,-3.04516,-2.45938,-5.20375
540,-11.782,-2.5968,0.655439,-5.6494
541,0.513396,-0.804985,0.421738,-1.93233
542,9.57055,7.02674,-1.77814,5.91416
543,0.681651,1.33513,1.92369,1.85018
544,-0.180793,0.170371,-1.36344,-2.38993
545,2.96707,3.02024,-3.47144,-2.63611
546,-4.62097,1.76817,3.81619,-3.38485
547,6.31997,2.20229,2.70549,-5.89211
548,11.6064,-1.51108,0.1432,0.731309
549,-1.33565,1.80139,2.39743,5.66223
550,-0.520018,-0.870198,0.816987,1.66166
551,2.69678,0.0960737,-4.1066,-4.12019
552,-8.44606,0.741837,-3.04929,2.55511
553,-10.4668,-4.46155,1.07787,0.178721
554,3.92165,2.45773,0.347378,-3.37015
555,10.9337,3.39525,-3.43336,4.83306
556,-7.91864,-1.27965,2.85821,6.65138
557,-3.63953,-2.28497,0.770495,2.11451
558,11.0094,3.57761,-3.87359,-3.85356
559,-4.70076,3.62465,-5.37098,3.05595
560,-14.1564,2.7621,1.3295,-2.18181
561,5.14855,-1.78143,2.00094,-7.21146
562,13.6634,2.48728,-4.45439,6.9503
563,-10.6457,2.7095,2.28927,12.346
564,-8.79696,-4.49097,6.93901,-1.48683
565,19.3535,3.53761,-2.82745,-3.59903
566,-4.62667,-0.500474,3.5073,-2.72575
567,-19.2756,-2.56833,10.2913,-2.17403
568,15.0715,-1.12997,-1.52747,5.38622
569,15.9993,-3.03702,-0.112024,5.26472
570,-18.4366,-8.43036,1.97473,2.13887
571,-5.8913,6.07186,-8.05192,-0.768346
572,1.5198,2.20826,-9.90953,0.175982
573,-16.9322,8.10608,3.96353,-0.0142671
574,1.60651,4.84866,4.04672,1.08399
575,15.5816,-0.745059,5.40906,-1.51738
576,5.2415,5.20062,-0.732284,5.75533
577,-8.30047,4.17958,-1.54099,4.05332
578,-2.97926,-1.5546,-2.79903,-1.10215
579,0.648403,2.29842,-4.27049,3.69617
580,-6.16675,1.54162,0.727726,5.74193
581,-3.55106,-0.0304219,4.38679,1.2506
582,4.33659,4.64041,3.25112,-0.204372
583,1.59742,-3.08515,2.80951,-1.24757
