,a1,a2,a3,a4
83,6.91903,-2.73518,-1.44193,1.50981
84,-0.464795,-0.649028,-4.3505,0.872908
85,-1.17391,-2.53385,-4.13059,-3.85666
86,-1.16482,-2.20548,0.896321,-2.55288
87,-4.57904,3.99483,1.41601,4.83182
88,-2.22618,5.04095,2.69805,3.67058
89,1.34883,-2.02692,1.53562,-4.35635
90,3.17576,-3.57645,-1.7533,-9.45763
91,2.73273,-3.87974,-3.40121,1.55204
92,1.54219,-2.95143,4.81557,5.499
93,7.60861,-1.3177,2.96955,0.201128
94,2.90682,-5.72728,2.28156,-0.0120371
95,-2.75795,-6.50062,1.53051,-6.57204
96,5.35819,-1.8207,-6.24618,-0.966598
97,-3.5995,-1.59876,-1.49574,0.0457592
98,-4.87146,-0.325806,1.51672,-3.41779
99,2.35728,0.752319,0.0842975,-2.49666
100,-1.75996,-0.141961,-2.06978,3.61034
101,2.33747,1.18048,-5.26861,-0.443844
102,3.48119,3.19112,-3.44205,0.522537
103,0.0761959,0.142485,3.64872,-6.18476
104,4.84108,-2.56869,0.650752,-1.628
105,-3.07167,4.12566,-0.102499,9.19805
106,-6.00148,10.1591,2.12952,-0.677042
107,5.38926,1.12706,0.0339414,-2.85612
108,-6.79161,-8.90809,8.60569,-5.4069
109,0.393437,-3.80029,5.34891,-3.34846
110,8.8024,2.26023,-3.11633,7.11771
111,-0.234942,1.24407,1.02972,2.77959
112,6.67926,-7.28033,4.212,-5.49136
113,5.378,-7.89193,2.4827,0.643896
114,0.0634386,2.9167,-6.65509,1.68436
115,-1.38559,3.64083,-7.64301,4.35765
116,-8.78285,-1.65055,3.60181,-2.87572
117,-2.46365,-0.530528,0.21494,-2.43137
118,-7.42541,0.982263,-0.524377,7.69667
119,-9.08666,-2.61424,5.84142,0.236591
120,8.12314,-8.37567,0.981573,-1.80945
121,-0.657347,-13.5209,2.48669,-3.49085
122,1.98684,-10.3965,5.01767,-8.15095
123,12.9735,-2.36315,-2.27258,5.29362
124,1.92551,0.0546317,4.1117,2.40933
125,7.02378,-1.92414,4.00837,-4.39396
126,7.36856,3.40113,-4.23462,-0.452196
127,-4.30415,6.70045,-11.4298,3.68861
128,-3.07385,5.17952,-13.3855,2.82672
129,-12.2705,4.84437,-3.77522,-0.826641
130,-10.9886,5.01655,0.523964,0.192779
131,-7.56545,-1.68783,0.533207,7.11022
132,-7.70996,-0.793685,8.1896,-2.25812
133,5.60215,4.5179,4.54903,-4.67097
134,9.89646,-3.45551,5.79299,0.804749
135,11.0786,-11.026,5.7694,-3.77363
136,15.4166,-1.88971,-4.49923,1.92218
137,3.07873,10.3832,-6.63095,7.19381
138,-2.41616,10.47,-4.30898,-0.10369
139,-5.90909,2.98395,-0.227771,-2.86677
140,-15.6372,4.07293,0.835058,5.21421
141,-11.2846,8.97004,-3.25761,4.53349
142,-6.26649,-0.831647,1.77469,-1.10048
143,-2.05251,-14.165,5.18101,0.248993
144,6.5475,-12.0203,0.31937,0.825074
145,10.0388,-8.48305,0.189965,-0.138135
146,9.47134,-8.75638,1.61893,2.49538
147,6.1749,-2.44612,-0.366972,1.12356
148,2.57071,3.07534,-2.67253,-1.51499
149,-3.48133,7.58917,-1.49423,-1.87502
150,-4.34744,8.83162,-3.31789,-0.820581
151,-3.53153,6.2529,-2.20609,1.33111
152,-4.40076,3.37564,-4.89793,-1.50735
153,-0.656133,-0.0835201,-4.26953,1.19707
154,-1.69755,-5.03324,-0.362972,6.14255
155,1.40486,0.0993763,0.582178,3.06915
156,4.02869,1.29695,-2.51443,-0.8213
157,0.0843255,-0.744196,1.20975,-2.11154
158,0.683938,1.85201,-2.32032,1.60539
159,-1.39659,5.21423,-0.441471,6.75221
160,-4.14024,2.48218,5.14486,2.92013
161,-0.193432,3.35734,1.47628,3.38047
162,-5.95821,4.83637,0.41911,-1.68823
163,-1.99295,1.54533,4.41727,-3.0733
164,1.84246,0.893193,6.58142,4.48853
165,-1.18912,-1.91641,7.75599,0.343115
166,5.76443,-7.19844,6.46139,-1.51773
167,0.660598,-4.94606,1.41337,3.58989
168,-1.95916,-0.0940936,-1.97846,3.42559
169,-0.492223,-3.38514,-2.26362,1.93804
170,-7.0151,-3.33891,2.28168,1.01562
171,-6.50735,-0.437108,-0.392361,0.0583189
172,-4.55477,2.9822,0.301844,2.75078
173,-5.53608,3.38283,0.374686,0.172469
174,1.13049,1.09019,-2.01958,0.509297
175,1.49482,-3.88556,0.00688925,-0.212929
176,2.51154,-0.331085,-0.348629,-0.246079
177,3.59353,5.3372,-3.66528,-0.345815
178,0.378361,5.87857,0.392343,-0.386891
179,1.04175,6.00195,2.07557,-0.115642
180,0.798998,5.83736,1.78655,0.382034
181,0.223402,5.5845,0.735858,2.85283
182,-0.132784,5.91016,-2.36447,3.41363
183,-0.58151,2.60176,-1.58749,1.54054
184,-2.04479,-2.93379,-0.47969,2.0875
185,-2.6672,0.0273872,1.31169,3.29126
186,-3.00588,0.578245,-0.990135,3.5419
187,-2.38442,-2.00928,-0.0184972,4.12
188,-2.9459,-2.49506,0.597623,1.03551
189,-0.423297,-0.721144,0.873263,0.643052
190,-0.610006,-1.44825,2.42184,0.603562
191,1.24555,-1.50371,2.80467,0.282876
192,3.04059,-1.38711,1.5287,-1.01803
193,2.05915,0.0192533,0.816424,-1.08706
194,2.03744,0.439549,-0.710082,-0.343072
195,0.625041,-1.30779,-0.667177,0.743944
196,-1.59064,0.482121,-0.16432,0.833592
197,-2.67412,2.81937,-2.88513,0.214417
198,-2.47235,2.21265,-2.42545,0.932176
199,-3.13058,-0.313728,-1.96826,2.08131
200,-1.06728,1.18293,-1.15996,1.3513
201,-1.09415,1.72118,-1.00904,-0.684654
202,0.266818,1.52567,1.43213,-1.30066
203,0.924235,-0.157812,0.951069,-0.684077
204,0.831152,0.472631,1.9365,0.278989
205,1.17702,1.16652,2.49523,0.168298
206,1.2313,0.0707749,1.05826,1.60828
207,-0.644746,-0.931697,0.881399,-0.0140235
208,-0.41421,0.143717,0.463386,-0.648908
209,-0.786135,1.43741,0.577615,-0.374776
210,-1.7939,-0.754359,0.787449,1.88746
211,-0.514214,-2.55159,3.19675,-0.896232
212,0.893838,-3.6026,0.971485,-2.85248
213,0.438192,0.367423,-0.247788,5.156
214,-3.33235,3.32901,1.40371,5.07183
215,2.57815,-0.130695,1.68776,0.23878
216,-0.951679,-4.29067,2.08605,-4.10626
217,-3.46832,-1.97348,0.277831,-9.12668
218,2.00595,1.84225,-4.10427,-3.41977
219,-1.39064,2.50428,1.16987,3.87254
220,1.66442,-1.21207,8.95994,2.49079
221,8.33438,-4.31005,4.12134,-1.54798
222,5.88206,-1.03541,-2.56286,-3.82477
223,5.11949,-3.16224,-6.88716,-7.79868
224,4.79573,-5.21884,-4.46475,-6.19972
225,-0.620462,1.02498,-2.02745,4.39717
226,-4.82291,10.2111,2.67168,9.94755
227,-0.449086,2.25224,0.325287,4.28461
228,-0.599566,-5.50627,-0.922819,-3.57658
229,-4.34108,-4.76302,-3.26066,-7.88803
230,1.35952,-4.83908,-1.77885,-3.23183
231,2.99119,-5.71682,1.93719,3.90166
232,2.54301,-4.17393,8.64319,1.17865
233,8.46017,-1.30291,0.939613,0.60588
234,6.13105,5.62843,-6.8855,-2.69725
235,3.15551,1.14863,-5.7308,-5.94749
236,-0.947612,-3.10706,-1.70808,-1.80452
237,-5.96786,7.54837,1.52842,-0.0203568
238,-0.907313,6.14662,3.01436,-4.26883
239,1.34297,-5.21762,-0.998147,1.0423
240,-0.0783846,-1.36785,-3.06296,2.79159
241,6.21029,2.19842,-1.2862,2.13652
242,5.57608,-7.10461,4.50914,-2.52516
243,2.65821,-9.5933,3.58316,-8.15006
244,2.92199,-5.93334,-3.28384,-9.05475
245,0.629508,1.6881,-6.4817,-1.37703
246,-0.488305,6.99507,-1.4821,6.28339
247,-0.705408,1.76904,3.85356,6.77155
248,1.71828,-0.843701,1.41377,-0.320429
249,-0.0330662,1.06485,-5.17828,-4.05133
250,-1.76772,-3.66605,-6.11115,-9.94863
251,1.70933,-7.38173,-3.86381,-9.52619
252,1.63999,-1.46642,4.57991,9.59113
253,-3.27944,6.22498,9.1012,17.7482
254,8.36504,5.23675,2.64905,6.12931
255,3.69162,-7.61967,1.93498,-12.0298
256,-3.96454,-14.9252,0.675695,-21.0494
257,1.7157,-5.61785,-5.23719,-12.6806
258,0.211988,1.87019,2.49881,7.25222
259,-1.51276,0.527682,15.7689,13.1391
260,11.6046,1.84077,6.97141,2.69431
261,13.578,0.135588,-5.10613,-9.69756
262,3.17898,-8.30421,-11.9952,-11.4112
263,-0.79646,-5.08027,-9.27135,-7.39785
264,-4.19454,3.38935,-2.57653,1.42944
265,-7.93863,5.49259,6.0384,11.3233
266,-8.27391,4.07091,0.0416381,10.58
267,-0.356147,5.56553,-4.08317,1.41402
268,1.32844,-0.964771,1.28519,-8.20568
269,2.95441,-10.2456,4.41987,-7.4222
270,4.93467,-10.3432,-0.301326,-5.61599
271,6.19509,-3.21972,-1.74023,2.61071
272,3.311,1.41681,-3.99198,9.00511
273,1.33332,3.03603,-4.47939,7.12827
274,-0.498895,1.66275,-3.15195,0.738921
275,-7.49126,-0.317787,-1.78658,-1.30064
276,-10.5602,0.65784,-0.57683,-1.09482
277,-7.50361,1.55564,1.94173,-1.95844
278,-1.09335,-1.47428,4.41366,-0.90342
279,3.2977,-3.39421,4.85416,5.43232
280,7.07788,-1.77865,1.50537,4.67766
281,8.25418,-0.287417,-2.07409,-1.15002
282,1.03467,1.54832,3.10223,-4.98211
283,-3.3245,4.21123,6.11041,-6.57746
284,-1.87126,5.78368,3.04139,-0.591381
285,-3.8598,4.44321,4.43146,2.09777
286,0.947148,0.917204,1.31982,1.66942
287,3.19824,-0.850611,-3.49244,3.57955
288,-0.108382,0.442677,-0.187376,0.889106
289,2.56864,2.02136,-0.42494,1.42152
290,-0.104584,2.07152,0.613745,2.55148
291,0.722852,0.766576,1.28574,-2.04044
292,2.30174,0.901071,-6.62933,3.88871
293,-10.0947,5.35227,-9.02359,10.5496
294,-9.30828,7.77452,-2.98392,6.50593
295,-6.7888,0.653775,4.64998,-0.690538
296,-9.28576,-6.24883,5.83063,-0.900821
297,-2.16544,-4.66147,0.607122,-1.45283
298,7.91821,-4.13989,-2.03312,2.96946
299,5.90145,-9.40022,1.19744,7.52737
300,4.7679,-8.38826,1.51392,2.23613
301,5.66969,-2.20518,-3.62557,-1.14123
302,-5.97344,3.38081,-3.21942,2.16825
303,-9.46867,7.14937,-0.364517,-4.77441
304,-4.90081,9.75384,0.202076,-5.1428
305,-6.9519,8.78445,6.01728,-1.47445
306,1.1751,4.34085,5.35826,0.854088
307,8.29488,3.1003,-0.833299,5.95681
308,5.61202,4.53635,0.721211,0.419685
309,10.9861,-0.986188,1.21317,-1.09626
310,4.92624,-4.97641,1.85205,1.06394
311,-0.751557,3.67204,2.75319,-0.0785653
312,-0.285463,9.99422,-1.04796,0.85971
313,-8.06415,4.0762,0.00272512,5.02891
314,-8.61342,-0.435736,2.80038,2.61577
315,-3.26969,1.05279,0.235184,2.95707
316,-4.99254,-0.916635,-0.666786,3.78235
317,-0.211106,-4.85304,0.854615,-0.750634
318,6.33036,-10.533,-0.504961,-2.24265
319,3.40068,-10.2316,-1.83336,4.23246
320,1.53319,-3.71878,-2.87867,5.14926
321,2.18002,-2.31581,-5.4102,4.80609
322,-5.58564,-2.62127,-4.86692,7.34044
323,-9.65145,3.44711,-2.4154,0.723944
324,-5.73409,5.0563,-3.54501,-2.14003
325,-8.23593,2.12034,0.510132,-2.4107
326,-3.3549,2.00415,3.06511,-2.69636
327,4.03015,1.8024,-0.949464,2.72272
328,3.79377,1.61124,1.05231,3.99393
329,7.50082,0.383163,0.633466,1.27855
330,5.64607,-0.187761,-1.71499,2.58219
331,-1.16745,3.06098,-0.014661,0.737494
332,-1.53585,7.08429,-0.0549449,-0.0733713
333,-6.21891,5.65976,-1.55096,0.877299
334,-7.95492,5.4728,-0.381354,0.509484
335,-3.91137,5.55727,0.164822,1.2676
336,-2.10832,2.39068,1.90627,4.67623
337,0.744417,-0.402517,3.33868,4.97746
338,4.10396,-3.07885,3.67392,0.942014
339,3.04178,-5.89238,1.98062,0.926304
340,-0.8612,-4.66797,1.20889,1.2761
341,-2.22841,-3.54754,1.77534,0.48311
342,-3.88762,-3.96933,1.99704,3.57365
343,-6.01239,-2.63198,3.26018,3.44797
344,-3.57405,-2.3253,1.89426,1.92094
345,-2.3907,-2.16938,0.132262,0.855107
346,-0.981016,-1.61974,-0.561391,-2.53003
347,1.70863,-2.40624,-1.57869,-2.50914
348,1.07984,-1.66733,-0.481376,-2.19162
349,2.57202,1.03774,-0.282717,-1.8349
350,2.61422,1.67849,-1.65843,0.25294
351,0.643596,2.25212,-0.267128,-0.704793
352,1.84662,3.57998,-0.83317,-2.55655
353,1.75327,3.61822,-1.89917,-2.50683
354,-0.0614482,3.35479,-0.493518,-1.85119
355,1.65842,3.21975,0.161921,-1.5981
356,2.77555,1.19203,0.396173,-0.201063
357,1.86032,-0.0383494,0.758451,1.90797
358,1.98122,0.0306605,1.00139,-1.64537
359,3.06145,-1.65594,0.0886644,-1.80809
360,-1.60763,-0.421767,1.20902,3.0499
361,-2.29382,3.48779,3.56617,3.05883
362,1.69139,-0.126068,3.30074,-2.48492
363,1.19015,-7.30566,1.10293,-3.44222
364,-1.4311,-7.14337,-3.6064,-3.70165
365,2.80228,-2.36109,-6.08027,-0.718049
366,1.23981,-4.25581,1.41568,6.46084
367,-1.46204,-5.33922,8.60564,1.46261
368,6.39887,-3.23408,-0.123793,-4.76892
369,2.25939,1.53139,-3.49576,-5.2614
370,-1.06528,2.22962,-3.62158,-7.15684
371,4.17682,0.612974,-2.6436,-4.64165
372,-1.23829,2.66727,2.53852,3.5421
373,-0.566761,5.95533,3.89727,0.783194
374,4.89489,2.2627,-0.915259,-1.73574
375,0.736267,-3.01499,1.63448,-7.7665
376,6.08828,-4.17852,0.762172,-9.99097
377,6.84475,-5.38613,-1.94056,-0.224839
378,2.42113,-1.80792,4.39999,2.32969
379,7.68168,1.36232,0.382097,3.7668
380,3.58643,2.29687,-3.66325,1.3218
381,-1.03449,-0.699701,-8.42956,-2.73426
382,-1.52636,1.24301,-10.1187,-3.26104
383,-10.1204,2.54647,-8.34651,1.52416
384,-9.8204,5.08071,-1.17807,3.22473
385,-6.23561,2.88108,2.72987,1.16096
386,0.238826,-2.89066,6.08845,6.06247
387,3.43988,-5.37555,4.65741,4.15883
388,7.6829,-4.82388,3.47774,-8.00921
389,13.0957,-12.9836,3.24224,-9.72318
390,4.80736,-16.5002,3.20927,0.439164
391,-0.0249557,1.65327,0.952965,-2.07314
392,2.40579,11.1618,-4.13713,-4.9263
393,-0.597974,1.00873,1.43513,4.98281
394,-6.6378,-3.06461,2.6206,1.88376
395,2.3275,4.82596,-7.9118,-5.75273
396,-1.01943,2.7535,-6.02509,-2.72978
397,-4.08235,-5.10941,2.43381,4.37127
398,4.00923,-3.98844,0.730852,1.73214
399,4.92555,3.96856,-0.900226,0.32199
400,-0.0457181,3.22179,-1.59429,3.33211
401,-3.56158,-0.408069,-1.82579,5.61798
402,-3.48464,-0.539851,4.42454,-5.3692
403,-3.35017,0.407033,6.04058,-7.40141
404,-6.37524,-0.131216,1.85314,-2.62068
405,2.14879,-0.944826,-0.975828,-2.75745
406,13.2577,-3.05322,-0.0363344,7.32648
407,4.59012,-3.84039,3.39661,4.87054
408,12.5662,-4.92638,-6.36392,-3.20987
409,4.95282,-4.75866,-12.4807,-0.970406
410,-11.4,-0.231272,-5.14009,1.90596
411,-6.03289,3.79963,-1.70011,-1.59578
412,-8.9467,3.52589,1.34821,0.857718
413,-10.348,-0.598013,4.73605,1.85811
414,-3.19752,1.26023,1.15797,8.77252
415,0.258495,2.20413,4.87276,1.86042
416,9.20208,-7.34782,7.59812,-8.13459
417,5.16911,-14.3526,4.0595,-7.339
418,3.60257,-6.32935,-1.69859,-11.0922
419,10.4423,1.96565,-8.53041,5.91028
420,-4.94887,5.22009,3.20112,11.0888
421,-1.98486,4.53718,9.09317,-0.869802
422,5.61593,5.21358,-4.99855,-1.86097
423,-10.4264,6.1903,-9.93827,0.321996
424,-4.31045,3.14302,-6.19837,-3.20814
425,0.69772,1.00046,0.0988609,-4.8646
426,-1.85243,-3.32979,4.14641,1.91606
427,-0.610193,-0.885168,3.9054,14.7276
428,-0.938834,7.06234,4.01425,7.4588
429,8.80925,3.17936,3.06634,-7.21317
430,-0.284539,-7.30809,4.94105,-6.28758
431,-4.79989,-7.70913,6.83466,-10.6527
432,7.85277,-0.73115,-1.52187,0.35558
433,-0.800296,3.17366,-1.03088,9.69452
434,-2.85518,-1.37217,4.59243,3.36801
435,9.75311,-3.49086,-1.83931,-2.26784
436,-1.20357,5.41533,-8.3461,0.788398
437,-5.7603,8.87761,-8.57925,-1.60053
438,-2.83904,3.9889,-0.512709,-2.83066
439,-5.96858,-0.135279,6.83245,-1.67144
440,-1.36382,-0.605603,5.10591,3.52813
441,1.45405,1.67796,-0.267283,7.16795
442,3.43919,0.349823,-1.19146,1.86965
443,7.51735,-6.31714,1.78153,-1.64204
444,1.51443,-6.30304,2.10932,-2.56705
445,-0.162692,2.99673,-0.299014,-2.89509
446,-0.286442,9.14375,0.459479,-1.81239
447,-3.68818,7.65604,0.615647,3.9278
448,-1.80508,2.95403,2.11856,2.5681
449,1.63737,2.1377,-2.19966,1.41752
450,-0.569763,1.94017,-8.57912,4.91436
451,-4.61739,0.592782,-4.72981,4.85469
452,-0.847113,-1.51751,0.243436,-0.118165
453,-0.778183,-2.06226,1.05008,2.76325
454,-5.14359,0.277561,4.43736,5.55458
455,-2.21242,1.56421,3.84552,4.5918
456,0.417107,-1.23618,4.38066,0.508795
457,-2.11622,-4.49997,2.76296,-2.41427
458,-1.66519,-2.07053,-2.51517,-0.515957
459,-1.59178,0.636846,-2.94753,-0.655041
460,1.7044,0.0988682,-0.654258,6.66624
461,-3.85644,-0.00512086,2.91872,6.71914
462,-0.0470885,3.37432,3.58188,-1.84194
463,3.73662,5.83603,-1.72881,-1.2758
464,-4.7851,5.06296,-1.15449,1.84011
465,-0.188071,4.76943,0.650685,-1.88618
466,0.854569,7.26259,-2.49586,2.01061
467,-5.75013,3.73673,-1.30363,3.29292
468,-2.89861,-1.40036,-0.308399,6.91602
469,-3.74436,0.407989,2.15415,3.382
470,-2.79589,-0.0674862,2.31915,-1.33864
471,0.298918,-5.48577,2.8565,0.383695
472,-1.23913,-6.11513,2.62969,-3.88553
473,5.1311,-0.963528,0.515485,3.51157
474,0.825937,0.622476,-0.563071,11.0411
475,-0.856888,0.330168,-0.54831,-0.33291
476,0.921733,-0.81195,-1.33481,-2.09661
477,-7.72781,-0.802188,1.86513,4.24677
478,-6.95085,4.08408,-1.81366,1.27585
479,-1.90428,7.77061,-1.2559,-5.78831
480,-1.7637,-0.842048,1.83974,-0.69222
481,3.0256,-3.93406,1.8385,6.4835
482,4.17679,2.46676,-0.356135,0.333541
483,6.32001,1.38904,-2.87208,-0.473865
484,2.36981,-5.67083,-0.64295,0.59427
485,-2.71313,-3.44598,-0.698686,0.417569
486,-2.66373,6.30338,-2.64058,-0.776102
487,-5.61811,6.61805,-0.468848,1.1777
488,-4.03108,-0.146798,1.86306,2.4897
489,-2.6328,-1.07741,1.19589,1.52433
490,1.38945,3.39073,1.26818,-2.19504
491,4.38372,-0.0567731,0.0847768,-0.341265
492,4.10447,-4.95348,1.98142,-0.871081
493,5.70547,-1.58299,0.0660142,-2.10439
494,4.72226,3.94267,-1.74124,-0.325554
495,0.165123,2.49645,-1.39634,0.4095
496,-0.00842432,-0.0971751,-0.294609,-0.217602
497,-1.59437,0.990305,0.517826,-2.40979
498,-1.54796,1.6381,-0.440707,-2.39783
499,-0.671269,-2.3124,0.111953,-1.07574
500,0.620904,-5.68113,2.08999,-1.66393
501,3.09561,-4.047,0.605153,-0.773503
502,2.63766,-2.05846,0.0032416,1.13605
503,1.42921,-3.61111,0.813745,1.03905
504,2.00955,-2.91071,0.665578,0.412529
505,-1.03723,0.932142,-0.154859,0.863219
506,-1.53046,3.56387,-0.888934,-1.54358
507,-0.40749,1.4266,-1.46339,-9.13121
508,0.797434,-0.231804,-3.04315,-0.806507
509,-6.17132,7.10438,1.43028,8.45244
510,3.84516,8.59019,3.5838,2.71282
511,5.92461,-4.44546,1.85243,-1.29669
512,-4.52907,-7.47484,-0.22922,-10.8422
513,5.24494,-3.72025,-6.63944,-6.24158
514,2.19341,-3.67266,-3.79337,11.1012
515,-5.05649,-2.69094,9.0628,4.47868
516,5.12607,-4.95063,7.88657,-1.93344
517,4.27109,1.61899,-1.42987,-3.00345
518,-0.240051,3.85645,-8.49318,-2.01718
519,1.84333,1.41765,0.760352,-6.44927
520,1.28714,1.98044,1.77683,-8.22349
521,1.4984,5.24437,-2.65783,9.57607
522,-12.0407,4.051,2.76488,13.7398
523,5.66761,1.688,3.71183,-4.24079
524,1.43653,-5.18491,-2.71812,-3.23449
525,-9.1991,-13.0033,6.18251,-14.7152
526,10.8404,-13.2008,0.580453,-1.90173
527,5.91117,-0.982232,1.24307,8.50519
528,0.412885,-1.29732,6.63557,2.39416
529,13.9848,-6.15511,-2.39034,-1.95492
530,2.92789,0.26496,-10.5813,-5.47698
531,-4.66544,3.0301,-12.2136,-3.27052
532,-8.73749,7.96748,-7.5839,2.72911
533,-11.2457,7.84112,1.80911,-2.74791
534,-3.05738,-3.47499,4.55088,6.25766
535,-5.16383,-5.85359,6.1294,5.14456
536,8.91154,3.6966,-0.823823,0.316547
537,8.20826,-5.41702,0.97377,0.232088
538,6.48093,-13.6236,11.7873,-12.3072
539,10.4774,-4.92623,-0.127412,-5.12199
540,0.909236,-0.201702,-0.809752,-6.20425
541,-0.0172538,1.27909,-4.49282,4.32865
542,-1.50943,9.53531,-4.68196,4.12456
543,-6.75683,4.43849,1.87753,5.73808
544,-0.853375,-0.789979,-1.87631,-1.00367
545,-3.42307,-2.69297,-5.60366,-2.61516
546,-2.23904,-8.10528,-2.51781,-4.25534
547,2.57659,-4.10014,-1.60632,-2.31682
548,6.51105,-1.17706,-0.336696,5.50848
549,-3.84113,-1.87203,5.20108,15.9919
550,1.3889,4.42521,2.39625,-0.413892
551,4.46485,3.90973,-1.45498,-5.33097
552,-15.1893,-3.63226,0.559617,-9.32448
553,-1.91569,-1.03944,-0.841485,-9.18496
554,1.59175,1.78996,1.7851,13.0532
555,-1.43644,-4.93653,15.8781,0.50536
556,15.0801,-13.5534,4.76554,-1.05713
557,11.8659,-2.05398,-8.7669,-5.06188
558,3.62913,2.22367,-10.7954,-6.87949
559,5.8307,-3.64527,-3.34046,-4.69407
560,-9.42558,3.9557,4.30476,-1.73728
561,-3.21736,10.0399,-8.68564,10.3539
562,-15.6204,6.84367,-6.86363,15.7766
563,-12.7071,12.5755,4.93882,-9.40865
564,5.11181,5.94735,0.328121,3.83372
565,-10.009,-14.9871,15.7434,-0.937074
566,11.1533,-12.2488,9.58938,-14.1139
567,21.1038,-2.67073,-6.05616,-0.521407
568,4.57177,-4.33456,0.383028,8.15468
569,11.6394,-2.31714,-3.15615,0.905175
570,3.18977,3.54055,-3.26169,-2.64283
571,-9.46574,10.0139,-7.43726,2.46162
572,-13.002,12.8269,-10.0756,0.888889
573,-15.6817,3.71708,0.890298,-0.687298
574,-6.74978,-2.58911,3.972,0.438921
575,0.565391,-1.74147,2.00169,9.93323
576,2.60508,-6.15077,5.21928,3.73874
577,10.9017,-9.52561,0.934996,0.581465
578,9.69039,-8.04345,2.99167,-6.48572
579,2.91147,-5.95513,7.19236,-1.8089
580,3.47783,3.85157,3.97145,-1.76264
581,-0.760164,8.73676,-1.51155,-2.50014
